parameter,location,species,year,datavalue
Total exploitation rate,Hecate Strait-Fjords (even),Pink (even),1954,0.619119773
Total exploitation rate,Hecate Strait-Fjords (even),Pink (even),1956,0.522233865
Total exploitation rate,Hecate Strait-Fjords (even),Pink (even),1958,0.707015831
Total exploitation rate,Hecate Strait-Fjords (even),Pink (even),1960,0.638817033
Total exploitation rate,Hecate Strait-Fjords (even),Pink (even),1962,0.673843352
Total exploitation rate,Hecate Strait-Fjords (even),Pink (even),1964,0.672214708
Total exploitation rate,Hecate Strait-Fjords (even),Pink (even),1966,0.658356939
Total exploitation rate,Hecate Strait-Fjords (even),Pink (even),1968,0.725690752
Total exploitation rate,Hecate Strait-Fjords (even),Pink (even),1970,0.665337281
Total exploitation rate,Hecate Strait-Fjords (even),Pink (even),1972,0.648276742
Total exploitation rate,Hecate Strait-Fjords (even),Pink (even),1974,0.626541708
Total exploitation rate,Hecate Strait-Fjords (even),Pink (even),1976,0.510205943
Total exploitation rate,Hecate Strait-Fjords (even),Pink (even),1978,0.52606865
Total exploitation rate,Hecate Strait-Fjords (even),Pink (even),1980,0.416388463
Total exploitation rate,Hecate Strait-Fjords (even),Pink (even),1982,0.247565776
Total exploitation rate,Hecate Strait-Fjords (even),Pink (even),1984,0.305034674
Total exploitation rate,Hecate Strait-Fjords (even),Pink (even),1986,0.489086512
Total exploitation rate,Hecate Strait-Fjords (even),Pink (even),1988,0.582460246
Total exploitation rate,Hecate Strait-Fjords (even),Pink (even),1990,0.500613445
Total exploitation rate,Hecate Strait-Fjords (even),Pink (even),1992,0.443794829
Total exploitation rate,Hecate Strait-Fjords (even),Pink (even),1994,0.326644805
Total exploitation rate,Hecate Strait-Fjords (even),Pink (even),1996,0.087846611
Total exploitation rate,Hecate Strait-Fjords (even),Pink (even),1998,0.141255092
Total exploitation rate,Hecate Strait-Fjords (even),Pink (even),2000,0.075537637
Total exploitation rate,Hecate Strait-Fjords (even),Pink (even),2002,0.145394115
Total exploitation rate,Hecate Strait-Fjords (even),Pink (even),2004,0.12511107
Total exploitation rate,Hecate Strait-Fjords (even),Pink (even),2006,0.045178573
Total exploitation rate,Hecate Strait-Fjords (even),Pink (even),2008,0.002933807
Total exploitation rate,Hecate Strait-Fjords (even),Pink (even),2010,0.012419387
Total exploitation rate,Hecate Strait-Fjords (even),Pink (even),2012,0.02022462
Total exploitation rate,Hecate Strait-Fjords (even),Pink (even),2014,0.170050474
Total exploitation rate,Hecate Strait-Fjords (even),Pink (even),2016,0.206035638
Total exploitation rate,Hecate Strait-Fjords (odd),Pink (odd),1955,0.477410157
Total exploitation rate,Hecate Strait-Fjords (odd),Pink (odd),1957,0.435608852
Total exploitation rate,Hecate Strait-Fjords (odd),Pink (odd),1959,0.272892882
Total exploitation rate,Hecate Strait-Fjords (odd),Pink (odd),1961,0.492213203
Total exploitation rate,Hecate Strait-Fjords (odd),Pink (odd),1963,0.490387769
Total exploitation rate,Hecate Strait-Fjords (odd),Pink (odd),1965,0.671059072
Total exploitation rate,Hecate Strait-Fjords (odd),Pink (odd),1967,0.312694055
Total exploitation rate,Hecate Strait-Fjords (odd),Pink (odd),1969,0.144557484
Total exploitation rate,Hecate Strait-Fjords (odd),Pink (odd),1971,0.226879024
Total exploitation rate,Hecate Strait-Fjords (odd),Pink (odd),1973,0.421162572
Total exploitation rate,Hecate Strait-Fjords (odd),Pink (odd),1975,0.303345608
Total exploitation rate,Hecate Strait-Fjords (odd),Pink (odd),1977,0.419144218
Total exploitation rate,Hecate Strait-Fjords (odd),Pink (odd),1979,0.405600532
Total exploitation rate,Hecate Strait-Fjords (odd),Pink (odd),1981,0.657778642
Total exploitation rate,Hecate Strait-Fjords (odd),Pink (odd),1983,0.418188705
Total exploitation rate,Hecate Strait-Fjords (odd),Pink (odd),1985,0.450481558
Total exploitation rate,Hecate Strait-Fjords (odd),Pink (odd),1987,0.513980479
Total exploitation rate,Hecate Strait-Fjords (odd),Pink (odd),1989,0.10072325
Total exploitation rate,Hecate Strait-Fjords (odd),Pink (odd),1991,0.241099266
Total exploitation rate,Hecate Strait-Fjords (odd),Pink (odd),1993,0.065477222
Total exploitation rate,Hecate Strait-Fjords (odd),Pink (odd),1995,0.120403524
Total exploitation rate,Hecate Strait-Fjords (odd),Pink (odd),1997,0.150818532
Total exploitation rate,Hecate Strait-Fjords (odd),Pink (odd),1999,0.085433454
Total exploitation rate,Hecate Strait-Fjords (odd),Pink (odd),2001,0.267239653
Total exploitation rate,Hecate Strait-Fjords (odd),Pink (odd),2003,0.322251488
Total exploitation rate,Hecate Strait-Fjords (odd),Pink (odd),2005,0.329837749
Total exploitation rate,Hecate Strait-Fjords (odd),Pink (odd),2007,0.196925291
Total exploitation rate,Hecate Strait-Fjords (odd),Pink (odd),2009,0.224741478
Total exploitation rate,Hecate Strait-Fjords (odd),Pink (odd),2011,0.157837752
Total exploitation rate,Hecate Strait-Fjords (odd),Pink (odd),2013,0.235302738
Total exploitation rate,Hecate Strait-Fjords (odd),Pink (odd),2015,0.10799608
Total exploitation rate,Hecate Strait-Fjords (odd),Pink (odd),2017,0.071671248
Total exploitation rate,Hecate Strait-Lowlands (odd),Pink (odd),1955,0.510107379
Total exploitation rate,Hecate Strait-Lowlands (odd),Pink (odd),1957,0.498231802
Total exploitation rate,Hecate Strait-Lowlands (odd),Pink (odd),1959,0.328636588
Total exploitation rate,Hecate Strait-Lowlands (odd),Pink (odd),1961,0.564080827
Total exploitation rate,Hecate Strait-Lowlands (odd),Pink (odd),1963,0.445862887
Total exploitation rate,Hecate Strait-Lowlands (odd),Pink (odd),1965,0.586825548
Total exploitation rate,Hecate Strait-Lowlands (odd),Pink (odd),1967,0.539331076
Total exploitation rate,Hecate Strait-Lowlands (odd),Pink (odd),1969,0.442325725
Total exploitation rate,Hecate Strait-Lowlands (odd),Pink (odd),1971,0.282565163
Total exploitation rate,Hecate Strait-Lowlands (odd),Pink (odd),1973,0.472918699
Total exploitation rate,Hecate Strait-Lowlands (odd),Pink (odd),1975,0.347954336
Total exploitation rate,Hecate Strait-Lowlands (odd),Pink (odd),1977,0.489238037
Total exploitation rate,Hecate Strait-Lowlands (odd),Pink (odd),1979,0.33935951
Total exploitation rate,Hecate Strait-Lowlands (odd),Pink (odd),1981,0.516769656
Total exploitation rate,Hecate Strait-Lowlands (odd),Pink (odd),1983,0.337559932
Total exploitation rate,Hecate Strait-Lowlands (odd),Pink (odd),1985,0.380764983
Total exploitation rate,Hecate Strait-Lowlands (odd),Pink (odd),1987,0.448380752
Total exploitation rate,Hecate Strait-Lowlands (odd),Pink (odd),1989,0.161312591
Total exploitation rate,Hecate Strait-Lowlands (odd),Pink (odd),1991,0.294997336
Total exploitation rate,Hecate Strait-Lowlands (odd),Pink (odd),1993,0.200768256
Total exploitation rate,Hecate Strait-Lowlands (odd),Pink (odd),1995,0.158265353
Total exploitation rate,Hecate Strait-Lowlands (odd),Pink (odd),1997,0.125734221
Total exploitation rate,Hecate Strait-Lowlands (odd),Pink (odd),1999,0.115859757
Total exploitation rate,Hecate Strait-Lowlands (odd),Pink (odd),2001,0.21784446
Total exploitation rate,Hecate Strait-Lowlands (odd),Pink (odd),2003,0.199291786
Total exploitation rate,Hecate Strait-Lowlands (odd),Pink (odd),2005,0.199342933
Total exploitation rate,Hecate Strait-Lowlands (odd),Pink (odd),2007,0.14170457
Total exploitation rate,Hecate Strait-Lowlands (odd),Pink (odd),2009,0.140744191
Total exploitation rate,Hecate Strait-Lowlands (odd),Pink (odd),2011,0.122629457
Total exploitation rate,Hecate Strait-Lowlands (odd),Pink (odd),2013,0.172828877
Total exploitation rate,Hecate Strait-Lowlands (odd),Pink (odd),2015,0.123141791
Total exploitation rate,Hecate Strait-Lowlands (odd),Pink (odd),2017,0.07690078
Total exploitation rate,Homathko-Klinaklini-Smith-Rivers-Bella Coola-Dean (odd),Pink (odd),1955,0.514693167
Total exploitation rate,Homathko-Klinaklini-Smith-Rivers-Bella Coola-Dean (odd),Pink (odd),1957,0.53580323
Total exploitation rate,Homathko-Klinaklini-Smith-Rivers-Bella Coola-Dean (odd),Pink (odd),1959,0.393932368
Total exploitation rate,Homathko-Klinaklini-Smith-Rivers-Bella Coola-Dean (odd),Pink (odd),1961,0.684124481
Total exploitation rate,Homathko-Klinaklini-Smith-Rivers-Bella Coola-Dean (odd),Pink (odd),1963,0.519343402
Total exploitation rate,Homathko-Klinaklini-Smith-Rivers-Bella Coola-Dean (odd),Pink (odd),1965,0.607809634
Total exploitation rate,Homathko-Klinaklini-Smith-Rivers-Bella Coola-Dean (odd),Pink (odd),1967,0.740184839
Total exploitation rate,Homathko-Klinaklini-Smith-Rivers-Bella Coola-Dean (odd),Pink (odd),1969,0.687654447
Total exploitation rate,Homathko-Klinaklini-Smith-Rivers-Bella Coola-Dean (odd),Pink (odd),1971,0.262038203
Total exploitation rate,Homathko-Klinaklini-Smith-Rivers-Bella Coola-Dean (odd),Pink (odd),1973,0.485619787
Total exploitation rate,Homathko-Klinaklini-Smith-Rivers-Bella Coola-Dean (odd),Pink (odd),1975,0.390324493
Total exploitation rate,Homathko-Klinaklini-Smith-Rivers-Bella Coola-Dean (odd),Pink (odd),1977,0.490454902
Total exploitation rate,Homathko-Klinaklini-Smith-Rivers-Bella Coola-Dean (odd),Pink (odd),1979,0.260489255
Total exploitation rate,Homathko-Klinaklini-Smith-Rivers-Bella Coola-Dean (odd),Pink (odd),1981,0.455792023
Total exploitation rate,Homathko-Klinaklini-Smith-Rivers-Bella Coola-Dean (odd),Pink (odd),1983,0.204197477
Total exploitation rate,Homathko-Klinaklini-Smith-Rivers-Bella Coola-Dean (odd),Pink (odd),1985,0.268268903
Total exploitation rate,Homathko-Klinaklini-Smith-Rivers-Bella Coola-Dean (odd),Pink (odd),1987,0.418168817
Total exploitation rate,Homathko-Klinaklini-Smith-Rivers-Bella Coola-Dean (odd),Pink (odd),1989,0.156817569
Total exploitation rate,Homathko-Klinaklini-Smith-Rivers-Bella Coola-Dean (odd),Pink (odd),1991,0.188511395
Total exploitation rate,Homathko-Klinaklini-Smith-Rivers-Bella Coola-Dean (odd),Pink (odd),1993,0.240085826
Total exploitation rate,Homathko-Klinaklini-Smith-Rivers-Bella Coola-Dean (odd),Pink (odd),1995,0.127041244
Total exploitation rate,Homathko-Klinaklini-Smith-Rivers-Bella Coola-Dean (odd),Pink (odd),1997,0.054261063
Total exploitation rate,Homathko-Klinaklini-Smith-Rivers-Bella Coola-Dean (odd),Pink (odd),1999,0.041175244
Total exploitation rate,Homathko-Klinaklini-Smith-Rivers-Bella Coola-Dean (odd),Pink (odd),2001,0.090177029
Total exploitation rate,Homathko-Klinaklini-Smith-Rivers-Bella Coola-Dean (odd),Pink (odd),2003,0.08892465
Total exploitation rate,Homathko-Klinaklini-Smith-Rivers-Bella Coola-Dean (odd),Pink (odd),2005,0.0919386
Total exploitation rate,Homathko-Klinaklini-Smith-Rivers-Bella Coola-Dean (odd),Pink (odd),2007,0.050492284
Total exploitation rate,Homathko-Klinaklini-Smith-Rivers-Bella Coola-Dean (odd),Pink (odd),2009,0.020242125
Total exploitation rate,Homathko-Klinaklini-Smith-Rivers-Bella Coola-Dean (odd),Pink (odd),2011,0.000794835
Total exploitation rate,Homathko-Klinaklini-Smith-Rivers-Bella Coola-Dean (odd),Pink (odd),2013,0.051474584
